address_id,country,city,zip_code,street,building_number
1431,South Georgia and the South Sandwich Islands,East Petertown,42568,Zachary Knolls,3862
1432,Hungary,Vincentchester,62713,Smith Meadows,559
1433,Anguilla,New William,62653,Amanda Skyway,3914
1434,Mayotte,South Leah,96733,Nicholas Spur,8989
1435,Bermuda,New Hannah,63991,Wilson Cliff,825
1436,Hong Kong,East Timothyborough,79249,Scott Point,107
1437,Vietnam,South Danielleville,82108,Shelly Key,064
1438,Fiji,Tanyafort,68460,Michelle Light,08641
1439,Finland,Walkerstad,48833,Ward Estate,54613
1440,New Caledonia,Thompsontown,55491,Villanueva Ridge,879
1441,Antarctica (the territory South of 60 deg S),Sophiabury,53249,Reynolds Shore,85593
1442,United States Minor Outlying Islands,Barrontown,05785,Larry Summit,888
1443,British Virgin Islands,Theodoremouth,73402,Wright Oval,16607
1444,Niue,Gardnertown,48082,Gutierrez Parkways,9513
1445,United Arab Emirates,Cherryshire,01100,Ryan Field,9270
1446,Malaysia,North Natalie,25202,Barbara Squares,9461
1447,British Virgin Islands,North Bradleystad,64309,James Green,42220
1448,Timor-Leste,Andersonborough,06631,Alex Dam,320
1449,Guam,Lake Karen,23765,Sarah Cove,550
1450,Norway,South Williammouth,60762,Cynthia Plains,262
1451,Tokelau,Landryville,26836,Daniel Passage,791
1452,Kyrgyz Republic,Lake Michaelview,41431,Robert Oval,9117
1453,Cote d'Ivoire,Darleneview,68391,House Neck,2130
1454,Nepal,West Melissafort,80258,Benson Fork,96690
1455,Tajikistan,North Lisafort,03878,Dean Forge,909
1456,Sierra Leone,Johnhaven,94831,Travis Corners,3011
1457,British Virgin Islands,New Emmatown,55015,Shelly Crossing,87326
1458,Turkey,Riverachester,99097,Mason Avenue,448
1459,Jordan,Warebury,68237,Timothy Parkways,8941
1460,Micronesia,East Ricardo,44688,Kelley Mill,48404
1461,Bangladesh,Cruzmouth,23755,Mary Shoal,2403
1462,Swaziland,New Karen,96530,Neal Parkway,207
1463,Ghana,Gregoryville,76601,Kimberly Pine,736
1464,French Southern Territories,Rodneymouth,42422,Webb Field,7345
1465,Northern Mariana Islands,South Carolineburgh,23684,Frost Common,2948
1466,United Kingdom,Beardton,44161,Sonya Trace,9340
1467,Hungary,West Brandonport,38089,Patrick Dam,1624
1468,Korea,Port Nicole,99707,Monica Walk,478
1469,Vietnam,Melindachester,47170,Barron Ramp,543
1470,Burundi,North Ashley,96540,Whitney Union,885
1471,Grenada,Reyeshaven,43341,Garcia Valley,524
1472,Mauritius,Harrisonfurt,41044,Steven Islands,30564
1473,Sao Tome and Principe,Wellsside,56845,Obrien Lock,886
1474,Canada,West Jose,69029,Jennifer Throughway,955
1475,Romania,Joyceview,50789,Kristen Bridge,09549
1476,Dominica,Johnmouth,88819,Wilcox Freeway,3706
1477,Lithuania,Lyonsstad,72867,Cox Shores,18922
1478,Solomon Islands,Laurenshire,40806,Logan Station,143
1479,New Zealand,East Christopherbury,39570,Melanie Station,202
1480,Macao,East Michaelmouth,62533,Higgins Terrace,62696
1481,Madagascar,North Jasonmouth,95465,Juarez Turnpike,4519
1482,Philippines,West Sara,35237,Cobb Fords,79258
1483,Philippines,North Chelseamouth,65802,Haley Corner,057
1484,Gambia,Robertmouth,05713,Hudson Summit,86903
1485,Falkland Islands (Malvinas),Eddieborough,01023,Strickland Knoll,850
1486,Venezuela,South Tammy,16128,Kathryn Courts,85287
1487,Guinea-Bissau,East Robertbury,32545,Young Row,9230
1488,Guernsey,Brownhaven,33268,Marshall Extensions,0779
1489,Papua New Guinea,West Daniellestad,73012,Anne Tunnel,22264
1490,Mauritius,Randolphshire,60803,Joseph Walk,5275
1491,Kuwait,East Scott,69954,Bean Mountain,80356
1492,Vanuatu,Kimberlyhaven,74888,Miller Trail,60608
1493,Cambodia,Smithchester,95682,Butler Turnpike,894
1494,Saint Helena,Stoneshire,68277,Brown Squares,5966
1495,Uruguay,Matthewport,33537,Bell Shoal,3411
1496,Botswana,Donaldfort,49848,Morris Rest,20036
1497,Guatemala,Kevinfurt,02747,Barbara Mews,6431
1498,United States of America,Port Joshuafurt,84023,Rebecca Manors,035
1499,Gibraltar,Port Christopherburgh,12666,Lacey Locks,056
1500,Pitcairn Islands,New Justin,69677,Susan Mills,6520
1501,Lao People's Democratic Republic,Dickersonmouth,03450,Brian Dale,938
1502,Lesotho,West Davidmouth,09316,Debbie Causeway,77745
1503,Monaco,East Gregorychester,63644,April Keys,856
1504,Turkmenistan,Beckberg,45031,Mary Mission,5454
1505,Saint Helena,Bakerfort,24093,Mallory Rapids,5158
1506,Papua New Guinea,Whiteheadbury,82179,Sarah Plain,343
1507,Cameroon,New John,85933,Jonathan Loaf,811
1508,Djibouti,West Robertport,28692,Daniel Vista,224
1509,France,Buckleystad,99401,Richard Radial,782
1510,Equatorial Guinea,Andreaport,19225,Kevin Courts,743
1511,Falkland Islands (Malvinas),Jeffreyburgh,69123,Amy Harbor,9231
1512,Palau,Whiteberg,36315,Shaffer Canyon,8431
1513,Christmas Island,Toddside,38315,Grant Village,7667
1514,Papua New Guinea,Castillofurt,99388,Stephanie Place,1274
1515,Guadeloupe,Lake Timothy,53548,Todd Vista,3153
1516,Mozambique,East Justinchester,75116,Charlotte View,13482
1517,Azerbaijan,Ortizmouth,26106,Harmon Spur,75852
1518,Netherlands,East Jamesland,95662,Robin Lodge,054
1519,Brazil,East Deborah,57627,Tammie Circle,42571
1520,Greenland,North Robertborough,76717,Miranda Ranch,089
1521,Indonesia,South Frederick,87544,Cindy Walk,8659
1522,Saint Helena,Port Davidmouth,83593,Christine Overpass,079
1523,Czech Republic,Vegaburgh,19899,Gregg Rue,451
1524,Gambia,North Markfurt,46774,Kayla Courts,6528
1525,Netherlands,North Jamesmouth,68919,Julie Plaza,526
1526,Heard Island and McDonald Islands,East Nicoleview,50067,Antonio Mount,88371
1527,Uganda,East Rachael,61984,Rangel Fall,317
1528,Trinidad and Tobago,West Nathan,88720,Beltran Mews,33513
1529,Saint Kitts and Nevis,West Megan,30731,Owens River,07543
1530,Belgium,Wrightville,41405,Campbell Flats,54196
1531,Holy See (Vatican City State),Jenniferhaven,15579,Joan Vista,003
1532,Guam,Deleonmouth,28271,Duncan View,294
1533,Korea,Gonzalesport,01863,Todd Vista,867
1534,Haiti,Dylanberg,63259,Bush Stream,5314
1535,Australia,Williamsfurt,17809,Pittman Dam,5151
1536,Mongolia,Karenmouth,91785,Marshall Tunnel,59412
1537,Papua New Guinea,Johnview,31683,Michael Port,7178
1538,Libyan Arab Jamahiriya,West Connor,02494,Black Junction,879
1539,Netherlands Antilles,Port John,69503,Hernandez Parks,90946
1540,Eritrea,Sullivanton,85445,Carrie Skyway,7948
1541,Holy See (Vatican City State),South Sandraton,91439,Ramsey Island,609
1542,Montenegro,New Coryside,41482,Aaron Walk,086
1543,Estonia,East Francesborough,55483,Watkins Roads,0169
1544,Libyan Arab Jamahiriya,Morenoberg,06852,Nash Mill,70766
1545,Faroe Islands,Lake Matthewfurt,71707,Steven Fork,1580
1546,Cape Verde,Donnaview,88413,Smith Walks,52715
1547,France,Natashatown,60060,Hill Extension,16924
1548,Colombia,East Laurenville,85457,Adrienne Ville,538
1549,Argentina,Petersonside,97217,Lin Loaf,8972
1550,Jamaica,Perryfurt,05662,Green Lock,92171
1551,Brunei Darussalam,North Meganborough,39446,Morris Station,21974
1552,Belarus,West Kathryn,66173,Graham Fields,65914
1553,Antarctica (the territory South of 60 deg S),New Travis,99756,Danny Forks,36004
1554,Guatemala,Marytown,51234,Arthur Shoals,7393
1555,French Guiana,Williamside,36191,Jessica Village,4603
1556,Latvia,Port Jenna,47858,Daniel Knolls,525
1557,United States of America,Port Rebecca,80191,Castillo Fork,98364
1558,Oman,Gallagherfurt,87517,Angel Plain,87941
1559,El Salvador,Brownside,06401,Martinez Park,938
1560,Cayman Islands,Johnsonview,01395,Matthew Corner,10788
1561,Timor-Leste,Teresaside,60218,Oneal Road,0555
1562,Monaco,Lake Parker,59881,Liu Lakes,570
1563,Djibouti,Tylerburgh,86195,William Motorway,4071
1564,Turkey,North Anthony,72208,Ryan Creek,5219
1565,Argentina,East Jasonfurt,14367,David Dale,076
1566,Cyprus,New Justin,39792,Cox Rest,4272
1567,Gambia,East Katrina,35629,Carol Unions,5775
1568,Belarus,Brianastad,30211,Jennifer Shoal,300
1569,Egypt,Diazfurt,63429,Hector Plain,2682
1570,Saint Pierre and Miquelon,Frederickmouth,16953,Valencia Field,661
1571,Holy See (Vatican City State),Lake Amberton,23421,Theresa Corner,2939
1572,France,Fuenteschester,51148,Amber Land,023
1573,Poland,Georgebury,96352,Hill Turnpike,40830
1574,Uganda,Lake Michael,29871,Austin Causeway,896
1575,Netherlands Antilles,Port Hannah,29813,Baker Roads,7535
1576,Nepal,New Stephanie,53087,Moyer Center,047
1577,Haiti,Watersside,79051,Sandoval Garden,55664
1578,Benin,Lake Yolanda,09213,Kevin Viaduct,99235
1579,Timor-Leste,Stephanietown,21085,Steve Skyway,61967
1580,Guatemala,North Kellyside,68424,Andrea Underpass,7327
1581,Namibia,Smithfurt,91616,John Pine,912
1582,Bhutan,Port Alicia,37782,Russell Points,1928
1583,Iraq,Kaylachester,99489,Warren Junctions,365
1584,Svalbard & Jan Mayen Islands,Johnville,09324,Gonzalez Divide,5258
1585,Jersey,Anthonyside,30968,Yvette Plaza,874
1586,Saint Martin,Christianport,44076,Sandra Ferry,694
1587,Rwanda,New Michaelfort,89691,Greene Street,829
1588,Gabon,North Melissa,56941,William Oval,50480
1589,India,North Maria,74177,Marquez Passage,192
1590,Gabon,East Yolandaside,08644,White Burgs,40300
1591,Eritrea,Catherinemouth,85296,Trujillo Street,670
1592,Netherlands Antilles,Nolanborough,29902,Patterson Passage,46050
1593,Bahamas,Cabrerafort,52783,Michael Well,5091
1594,Ukraine,Jenniferhaven,88660,Rodriguez Isle,28914
1595,Isle of Man,New Brandy,61285,Ewing Station,9666
1596,Honduras,Davidmouth,50876,Gould Mountain,75920
1597,Dominican Republic,South Sonia,58492,David Brooks,086
1598,Saint Helena,Lisaton,37838,Erik Ramp,94307
1599,Vietnam,Port Davidbury,41696,Thomas Rapids,4716
1600,Azerbaijan,Port Christy,01370,Summers Fort,1648
1601,Latvia,Cooperview,87181,Martin Corner,914
1602,Lesotho,South Katherineport,12746,Melinda Mountains,670
1603,Eritrea,New Jasonland,11817,Hudson Extensions,333
1604,United States of America,Lake Roberto,87484,Brittany Inlet,65487
1605,Hungary,Ginaborough,31668,Darlene Plaza,16740
1606,Denmark,Melanieville,87217,Phillips Ville,9045
1607,Guinea-Bissau,Garciaport,81257,Jeffrey Pine,210
1608,Samoa,West Alexandrachester,51289,Williams Plains,0323
1609,United Kingdom,Isabelburgh,18047,Whitney Cliffs,2562
1610,South Africa,Watsonside,40839,Lisa Springs,80919
1611,Sudan,Parktown,01182,Moore Tunnel,883
1612,Tunisia,Robertborough,94398,Baker Canyon,351
1613,Bolivia,New Susan,94548,Wayne Locks,874
1614,Ireland,Tonyview,37169,Gwendolyn Hill,476
1615,France,North Philipview,43877,Evans Expressway,012
1616,American Samoa,Williamside,30786,Heather Greens,2101
1617,Taiwan,Brendanstad,07058,Alison Extension,09338
1618,Kenya,East Marc,03944,Conway Lights,0058
1619,Belgium,West Robertoside,50421,Peters Cliffs,937
1620,Kazakhstan,Evansmouth,68280,Maldonado Tunnel,649
1621,Norfolk Island,Port James,78301,Kathy Throughway,53604
1622,Sierra Leone,Millerland,76141,Julie Cliffs,2588
1623,New Zealand,Cynthiaburgh,45611,Paige Garden,07727
1624,Afghanistan,Ellisonshire,80506,Anthony Fork,1748
1625,Qatar,Ashleymouth,42567,Savannah River,10114
1626,Turkmenistan,Fostermouth,68204,Edward Villages,12311
1627,British Virgin Islands,New Chad,56616,Brown Center,72705
1628,Botswana,Kelleyburgh,29237,Cline Fords,2604
1629,British Virgin Islands,Hickstown,08896,Bowers Extensions,241
1630,Israel,Annaside,55598,Paul Estate,69164
1631,Lesotho,New Frankberg,23773,Sharon Circle,38564
1632,Bulgaria,Rodriguezton,80094,Billy Corners,518
1633,Bermuda,Port Bradleystad,93256,Patel Drives,53560
1634,Martinique,North Catherine,16263,Jennifer Mission,02209
1635,Turks and Caicos Islands,Orrfort,82141,David Brooks,925
1636,Suriname,Williamsstad,67876,Morrison Alley,7892
1637,Madagascar,Ronaldton,60280,Moore Ville,608
1638,Malta,Daltonberg,26177,Mary Crossing,62135
1639,Indonesia,Trujilloberg,31142,Ryan Extension,90974
1640,Bermuda,Paulville,08575,Mann Lock,09025
1641,Equatorial Guinea,Calhounborough,44283,Timothy Crossroad,4694
1642,Korea,East Peter,98972,Joshua Gateway,278
1643,Hungary,South Ricky,60953,Roberta Dam,6186
1644,Zimbabwe,North Robertmouth,79961,Mcmillan Views,600
1645,Macao,Smithbury,04725,Kristen Roads,9495
1646,Norfolk Island,South Heather,43559,Roberts Fall,970
1647,China,West Ashleeville,34690,Travis Valleys,00157
1648,Italy,Paulside,15008,Powell Ridge,89854
1649,Serbia,New Carlosstad,27757,Blevins Gateway,43381
1650,Guatemala,Lake Douglasland,78964,Chavez Fork,118
1651,Liechtenstein,Christopherstad,11240,Valenzuela Skyway,34028
1652,British Virgin Islands,North Randy,64854,Antonio Place,9234
1653,Guinea-Bissau,Hoffmanshire,85736,Brandon Ports,987
1654,North Macedonia,North Ashley,87556,Melinda Glens,6385
1655,Poland,Michaelstad,29452,Rebecca Ford,1086
1656,Cuba,South Nathaniel,95990,Stacey Wells,292
1657,Grenada,Lake Nathanshire,58713,Allen Ford,763
1658,Western Sahara,Whiteville,09656,Anderson Land,322
1659,Panama,Holtberg,87209,Kelly Avenue,906
1660,Ecuador,New Margaretport,53694,Brian Neck,77794
1661,Liechtenstein,East Tamarafort,45972,Mario Mount,288
1662,Thailand,Lake Hannah,18910,Michael Square,4573
1663,Andorra,Stevenville,07650,Peterson Creek,787
1664,San Marino,North Carrieville,87426,Mark Spurs,920
1665,Saint Helena,Bishopton,46916,Smith Walks,80680
1666,Mozambique,West Michelle,22515,Charles Walk,11585
1667,Panama,East Maryside,23707,Melinda Stream,7030
1668,Yemen,Christopherhaven,52912,Amy Land,0828
1669,Kenya,Jenniferbury,11427,Chapman Ridge,400
1670,Equatorial Guinea,Port Alicia,35450,Harry Brooks,96722
1671,Greece,Kyleborough,48649,Joel Crest,01588
1672,Botswana,Paulside,91072,Alexandra Grove,68329
1673,Portugal,Lake Yolanda,62062,Murray Meadow,4091
1674,Israel,Cindystad,35405,Smith Crossroad,26997
1675,Monaco,West Nancy,33261,Bell Oval,66439
1676,Ukraine,South Rachel,80967,Brent Knoll,282
1677,French Polynesia,Vaughanville,56158,Shane Loaf,50073
1678,Malta,Cohenville,56847,Dean Valleys,105
1679,Somalia,Longside,73815,William Glens,11711
1680,Bolivia,Taylorberg,09312,Ball Prairie,889
1681,Grenada,South Sarahaven,88522,Bridges Plains,666
1682,Cayman Islands,Port Sarahshire,31168,Carrie Stream,49852
1683,Armenia,North Markmouth,95206,James Radial,2359
1684,Austria,Jonesmouth,61894,James Mill,574
1685,Pakistan,Madelinetown,65820,Jackson Causeway,1937
1686,United States of America,Nicholasfurt,05529,Robert Hills,2851
1687,Sri Lanka,Jenniferberg,54536,Salinas Club,860
1688,Syrian Arab Republic,West Kellyton,04743,Shane Village,7042
1689,Saudi Arabia,Weaverfurt,79718,Maynard Extension,27487
1690,Nicaragua,Lake Maria,75880,David Station,221
1691,Indonesia,West Johnview,04859,Jennifer Place,80083
1692,Malawi,Odomtown,45476,Whitney Radial,110
1693,Puerto Rico,East Briana,63572,Williamson Park,318
1694,Hong Kong,North Morgan,30928,Brian Parks,7595
1695,Mongolia,Lake Johnfurt,32245,Julie Pass,3190
1696,Macao,Joshuaville,17050,Kathryn Cove,19137
1697,Namibia,Port Suzanneborough,41923,Farmer Road,9232
1698,Tuvalu,Heatherton,11006,Kimberly Extension,311
1699,Libyan Arab Jamahiriya,Torresland,18961,Martinez Crest,561
1700,Turkmenistan,Allenborough,45992,Gary Locks,71183
1701,Lao People's Democratic Republic,Kellyberg,52039,Taylor Inlet,81225
1702,Croatia,Howardborough,71640,Arnold Burgs,2009
1703,Senegal,East Rachel,47620,Jo Squares,55682
1704,Egypt,Lake Keith,35791,Nathaniel Forest,1165
1705,Turkmenistan,Lake Melissahaven,87320,Gomez Brooks,036
1706,Samoa,Williamsville,09541,Flowers Viaduct,95157
1707,Cape Verde,North Ashley,94766,Alvarez Forges,456
1708,France,North Caitlin,24002,Gardner Ford,1563
1709,Sierra Leone,New Whitneyfurt,57230,Lee Forges,71405
1710,Jamaica,Sarahhaven,36553,Carlson Square,25479
1711,El Salvador,Deborahchester,55965,Garcia Gateway,05861
1712,Tanzania,Karenton,26455,Taylor Field,7981
1713,Belgium,East Kathyside,72782,Vickie Wells,6593
1714,Panama,New Amanda,71509,Sophia Shores,18166
1715,Cote d'Ivoire,East Susanstad,28970,Ryan Shoals,58480
1716,Slovakia (Slovak Republic),Lake Terristad,19327,Sanders Tunnel,60295
1717,Lebanon,Watsontown,53751,Smith Keys,85704
1718,Vanuatu,Galvanhaven,09539,Soto Estate,6337
1719,Kuwait,Port Timothyburgh,44071,Lee Fields,94478
1720,Dominican Republic,East Kathleen,87378,Jennifer Forge,29088
1721,Mali,Lake Paul,07378,Rodriguez Village,455
1722,Mali,Michaelfort,85235,Floyd Points,4193
1723,British Virgin Islands,West Scottbury,41662,Kelsey Forges,373
1724,Cocos (Keeling) Islands,Browningland,75651,Haney Shoal,20699
1725,Mongolia,Schaeferland,63565,Alicia Prairie,9444
1726,New Caledonia,Ginaview,24280,Green Mission,144
1727,Anguilla,Brandonberg,56541,Seth Spring,14178
1728,Comoros,West Patriciaton,14915,Ebony Bridge,11575
1729,Korea,Shaunberg,03988,Hall Well,0233
1730,Martinique,East Anthonyfurt,33606,David Field,14377
1731,Guernsey,South Nicholas,18225,Robinson Harbors,4455
1732,Liberia,West Darlene,14029,Johnson Overpass,5806
1733,Bhutan,Lake Kendraton,91374,Curry Inlet,22635
1734,Western Sahara,Paultown,17505,Reed Corners,08344
1735,Saint Helena,Teresaton,60305,John Route,1346
1736,Sierra Leone,West Troyburgh,47013,Pollard Canyon,0366
1737,Romania,East Stephaniemouth,49632,Judith Loop,9538
1738,Libyan Arab Jamahiriya,Adambury,45010,Myers Mill,8213
1739,Serbia,Lake Richardside,47484,Fry Drives,00985
1740,Cocos (Keeling) Islands,East Sandraburgh,10771,Rachel Drive,753
1741,Guinea-Bissau,New Ricky,79078,Daniel Point,66044
1742,Timor-Leste,Lake Brianview,02743,Ayala Passage,994
1743,Sri Lanka,Sarahview,47750,Snow Valley,282
1744,Senegal,West Ryanfort,37464,Benjamin Valley,178
1745,Malawi,North Christopherport,14015,Richard Mount,768
1746,Egypt,East Chelsey,53489,Kelly Turnpike,4391
1747,Panama,Normanborough,23058,Lopez Mall,722
1748,Guadeloupe,Port Rebecca,97669,Liu Ranch,69879
1749,Colombia,West Michael,38781,Flores Views,1015
1750,Latvia,Lake Allen,83838,Isaac Dale,23904
1751,Sweden,East Joseph,25326,Perry Greens,26593
1752,Qatar,Lake Joanna,30229,Jennifer Rapids,62088
1753,Barbados,North Lauren,15071,Rodriguez Burg,489
1754,Uganda,Cruzport,21969,Dean Mount,4045
1755,Isle of Man,Wareview,88701,Michelle Hollow,990
1756,Botswana,Bellchester,05428,Cook Vista,13506
1757,Slovakia (Slovak Republic),Jonesfort,93840,Robyn Knolls,912
1758,Georgia,New Eric,13707,Ernest Ports,289
1759,Myanmar,Port Beckyfort,14277,Bartlett Pass,79312
1760,Gambia,Philipmouth,36854,Zimmerman Freeway,29019
1761,Argentina,Allentown,79525,Julie Ramp,693
1762,Croatia,New James,93436,Smith Fork,389
1763,Korea,Amandaville,12515,Green Club,06074
1764,Angola,Kimberlyfurt,60456,Brandt Throughway,2016
1765,Liberia,South Stacy,45662,Kari Radial,3260
1766,Spain,Kristineville,92734,Cunningham Underpass,3068
1767,Guinea-Bissau,Henrymouth,55909,Robinson Ramp,0709
1768,Saint Martin,West Christophermouth,42955,Rodriguez Grove,63383
1769,French Southern Territories,Williamsport,17494,Wilson Squares,486
1770,Djibouti,New Danielborough,46323,Kevin Vista,1784
1771,Mali,West Mark,57159,Elliott Tunnel,9230
1772,Honduras,Melissachester,03740,Willie Mission,2055
1773,Poland,New Kristenchester,20918,Graham Groves,964
1774,Monaco,Pittsfurt,69046,Charles Parkways,966
1775,Algeria,Cummingsshire,42292,April Court,84700
1776,Palestinian Territory,South Jenniferburgh,85707,Patrick Causeway,1009
1777,South Georgia and the South Sandwich Islands,North Mitchell,38083,Thompson Avenue,3826
1778,Guinea-Bissau,Lake Michaelside,79008,Benson Locks,97963
1779,Guyana,Kevinchester,39735,Vasquez Park,374
1780,Denmark,South Jeanette,64119,Hannah Isle,999
1781,Mongolia,North Caleb,58741,Hernandez Isle,6063
1782,Mayotte,South Cynthia,31408,Joseph Greens,88869
1783,Benin,Port Sarah,75274,Jacqueline Inlet,737
1784,United States Minor Outlying Islands,Seanland,18274,Robertson Via,366
1785,Brazil,East Jessica,68499,Hammond Center,92812
1786,Egypt,Port Kayla,08144,Amanda Haven,03591
1787,Barbados,New Matthew,17795,Elizabeth Islands,91870
1788,United States Virgin Islands,Williamfurt,89959,Mary Cove,02950
1789,Christmas Island,East Sydney,79372,Fisher Loaf,520
1790,Libyan Arab Jamahiriya,Mollychester,27619,Levine Mount,0028
1791,Bulgaria,Burgessbury,38628,James Locks,5733
1792,Kenya,East Ashley,85689,Mark Junctions,6389
1793,Marshall Islands,Brucestad,62520,Olson Springs,1073
1794,Jamaica,Kevinstad,02395,James Green,6661
1795,Cocos (Keeling) Islands,Port Alex,39513,Phillips Keys,6685
1796,Uzbekistan,South Theresa,22698,Ray Fort,298
1797,Cyprus,Owenstown,56125,Terry Islands,1743
1798,Comoros,Lake Makayla,02107,Kimberly Crest,67380
1799,Colombia,Lake William,62246,Jones Creek,93984
1800,Egypt,West Lisa,64677,Smith Mission,60131
1801,Mexico,East Ronald,45849,Rachel Gardens,0496
1802,United States Virgin Islands,Jordanport,69602,Zavala Course,9068
1803,Poland,South Maria,39956,Gaines Falls,7388
1804,French Polynesia,New Randy,42766,Krystal Run,0272
1805,Belize,Williamsmouth,51048,Terri Plaza,385
1806,Albania,Michealburgh,20034,Christopher Stravenue,5927
1807,Monaco,South Karenland,06900,Larry Burgs,51010
1808,Venezuela,Lynnburgh,47644,Michael Estates,362
1809,Cook Islands,Lake Michaelton,98051,Knox Meadows,9642
1810,Korea,Port Saraview,30026,Marco Turnpike,912
1811,Canada,Port Lindamouth,72776,Amanda Well,284
1812,Japan,Jamieside,14955,Billy Trail,91822
1813,Pitcairn Islands,South Amymouth,18775,Joe Mountain,558
1814,Hong Kong,Tanyastad,30090,Bryan Squares,72017
1815,Nigeria,Maddenport,11286,Jennings Extensions,497
1816,Burkina Faso,Stewartville,83852,Rachel Track,1259
1817,Malawi,Hodgesview,17515,Thompson Estate,37619
1818,Switzerland,Sandrafort,41193,Alvarez Mall,24650
1819,Iran,Lake Jameston,82777,Brittany Ridge,703
1820,Bulgaria,South Jennifer,82666,Garcia Mission,776
1821,Dominica,East Saratown,62326,Young Stravenue,87303
1822,Norway,Costachester,04974,Cook Extensions,7515
1823,Somalia,Carrollbury,69500,Miller Union,20793
1824,Faroe Islands,New Virginia,06660,Teresa Prairie,756
1825,Malaysia,New Lisaland,19164,John Tunnel,741
1826,Canada,North Brianhaven,86453,Trevino Squares,26997
1827,Cameroon,Rayville,70626,Thomas Dale,6840
1828,Greenland,Robertfurt,99096,Morgan Path,72407
1829,Solomon Islands,Jeffreyview,10003,White Station,01068
1830,Saint Barthelemy,North Nicholasville,23432,Vanessa Freeway,9830
1831,Tokelau,Knightstad,82136,Fuentes Common,899
1832,Nepal,Millsborough,52952,Lewis Fords,4546
1833,Finland,Melissaview,24355,Lee Spring,68667
1834,Bouvet Island (Bouvetoya),Riveraview,65322,Michael Summit,0981
1835,Gabon,Port Benjaminville,23775,Richard Dam,94236
1836,Bolivia,Jessicamouth,38915,Christopher Square,05425
1837,Israel,Christinebury,84714,Andrade Lake,430
1838,Cameroon,Manningstad,52134,Craig Fall,831
1839,Palestinian Territory,Bonillabury,75388,Greer Vista,717
1840,Congo,Robertston,82792,Herman Mount,702
1841,Algeria,Lake Crystal,84860,Doris Land,6686
1842,Norfolk Island,Reedborough,52616,Heather Plains,236
1843,Benin,Richardborough,59485,Molina Curve,078
1844,Zimbabwe,North Catherineland,48178,Lauren Crossing,8220
1845,Brunei Darussalam,Theresahaven,49554,Smith Summit,12071
1846,Panama,Carrollborough,20584,Fisher Avenue,11053
1847,Namibia,New John,16542,Adams Mountain,02489
1848,Iraq,South Mariobury,32887,Edward Bypass,9695
1849,Paraguay,Lawrenceburgh,39718,Miller Islands,352
1850,Guinea,Port Alejandrachester,21996,Santiago Mountain,241
1851,Jordan,Lake Kaitlynberg,63120,Johnson Squares,3524
1852,Liechtenstein,Joeville,56849,Brandon Trace,005
1853,Moldova,New Jenniferburgh,23877,Carr Cliff,790
1854,Cambodia,West Erin,69185,Kathy Inlet,386
1855,Maldives,Lake Joshua,05007,Donald Drive,990
1856,Gabon,South Erin,68039,Patel Fields,7969
1857,Somalia,New Jessicabury,85492,Espinoza Radial,845
1858,Svalbard & Jan Mayen Islands,East Joshuamouth,55360,Melissa Station,303
1859,Wallis and Futuna,New Courtney,39938,Michael Flat,370
1860,Mayotte,Lake Taylor,04688,Hannah Trace,705
1861,Kuwait,Snydertown,45311,Jodi Falls,270
1862,Somalia,Simonberg,43856,Jack Spur,27164
1863,Canada,East Luishaven,77073,Gregory Shoals,80539
1864,Nicaragua,West Susan,35849,Ramirez Ranch,550
1865,Eritrea,North Antonio,93151,Jones Hollow,7647
1866,United States Minor Outlying Islands,Cannonmouth,83050,Smith River,17342
1867,Tonga,South John,23957,Cortez Prairie,9047
1868,Montserrat,New Holly,39579,Jerry Circle,90893
1869,Georgia,South Candacefort,99678,Lee Mission,3432
1870,Iraq,Morrismouth,02722,April Manor,803
1871,British Virgin Islands,Aaronmouth,86691,Angela Expressway,3172
1872,Guatemala,Lake Scottborough,19215,Martin Springs,32403
1873,Niger,East Brookeport,72689,Phillips Throughway,21339
1874,Sudan,West Christina,53507,Stein Ferry,4665
1875,Serbia,Powellborough,32560,Sweeney Village,2038
1876,Mozambique,Dawnchester,54499,Johnson Mountains,704
1877,Panama,Trujilloville,98920,James Extensions,4138
1878,British Indian Ocean Territory (Chagos Archipelago),Christopherfurt,03824,Samantha Green,2596
1879,Sri Lanka,West Sean,76884,Melissa Manor,03212
1880,Marshall Islands,Kathrynstad,59820,Ray Meadows,764
1881,Northern Mariana Islands,Robertsfort,62448,Gonzalez Forges,20519
1882,Belarus,West Jennifer,20690,Watkins Motorway,958
1883,Bahamas,East Curtis,50968,Chavez Square,1297
1884,Tajikistan,Codyton,04671,Green Manors,69805
1885,Malaysia,Davisborough,16602,Rocha Ramp,995
1886,Tajikistan,East Timothyport,54833,Lisa Drive,3495
1887,El Salvador,Samanthaport,17920,Smith Isle,87359
1888,Georgia,Kingshire,04166,Cory Burgs,084
1889,Vanuatu,Robinsonland,53663,Chelsea Burg,376
1890,Antarctica (the territory South of 60 deg S),Austinfort,27257,Ford Place,2858
1891,New Caledonia,Amberburgh,46065,Jennifer Circles,808
1892,Western Sahara,East Brittany,70530,Fox Well,5317
1893,Saint Helena,New Tyler,29112,Noah Villages,9699
1894,Macao,Ashleyport,23036,Amanda Terrace,808
1895,Reunion,Lake Katherinemouth,80487,Chan Via,104
1896,United Kingdom,East Alicia,99180,Jennifer Stravenue,1248
